gene,compartment,log2FoldChange,abs_log2FC,padj,negLogP,tau_specificity,detection_rate_cirrh,pathway_relevance,druggability,surface_or_secreted,literature_fibrosis,cci_evidence,rule_score,ml_score,final_score,translational_category
ANXA1,Mesenchyme,2.4423768611656707,2.4423768611656707,1.3658271447381605e-10,9.86460426027126,0.7401559207797782,0.6634429400386848,0,0,0,0,0.0,0.2786229675302507,0.0,0.19503607727117547,Exploratory
MRO,Endothelial,-3.9839645691219983,3.9839645691219983,0.0002688312492235,3.5705202498424518,0.9596713812474166,0.008286252354048965,0,0,0,0,0.0,0.27856694461358256,0.0,0.19499686122950777,Exploratory
NNMT,Endothelial,2.708613843719894,2.708613843719894,0.0005184602895872,3.28528450190483,0.8429004877268154,0.5875706214689266,0,0,0,0,0.0,0.2785063322615947,0.0,0.1949544325831163,Exploratory
COL10A1,Endothelial,-4.62351983333098,4.62351983333098,0.0324821589176214,1.4883551132101016,0.9267083458778566,0.0026365348399246705,0,0,0,0,0.0,0.2780822038148446,0.0,0.1946575426703912,Exploratory
COL6A1,Mesenchyme,1.6667253395796942,1.6667253395796942,0.0044943282066119,2.347335215602741,0.9600298766550353,0.586073500967118,0,0,0,0,0.0,0.2780729837509615,0.0,0.19465108862567304,Exploratory
F2R,Mesenchyme,3.251570761361624,3.251570761361624,1.6418704766777324e-06,5.784661106341332,0.912539965339174,0.19729206963249515,0,0,0,0,0.0,0.2770103167020351,0.0,0.19390722169142455,Exploratory
LSAMP,Mesenchyme,3.5594675790717747,3.5594675790717747,0.0214290378924838,1.6689973272019911,0.9862432832260027,0.09477756286266925,0,0,0,0,0.0,0.2769322813740598,0.0,0.19385259696184184,Exploratory
TNXB,Mesenchyme,3.4248229058555,3.4248229058555,2.710864306762984e-07,6.566892220633806,0.8649831418162356,0.23404255319148937,0,0,0,0,0.0,0.276349371550277,0.0,0.1934445600851939,Exploratory
PDLIM4,Mesenchyme,3.654664123658016,3.654664123658016,7.351818313141087e-10,9.133605234289961,0.8179757363190399,0.2011605415860735,0,0,0,0,0.0,0.2763295284820356,0.0,0.19343066993742491,Exploratory
FGF9,Mesenchyme,5.0709023390730845,5.0709023390730845,0.0161202442654189,1.7926283817418573,0.8484679883696528,0.05222437137330754,0,0,0,0,0.0,0.2763114575780248,0.0,0.19341802030461733,Exploratory
RP11-536O18.1,Endothelial,3.745039306812334,3.745039306812334,0.009074205784488,2.0421913760448516,0.9774496005361274,0.05273069679849341,0,0,0,0,0.0,0.27630111640287963,0.0,0.19341078148201574,Exploratory
IGFBP7,Endothelial,1.4596650739363144,1.4596650739363144,0.0198749146013923,1.7016947287456439,0.8126520981579569,0.9811676082862524,0,0,0,0,0.0,0.27617707654120605,0.0,0.19332395357884422,Exploratory
EMCN,Mesenchyme,3.7540542467876734,3.7540542467876734,0.0225222099199564,1.6473889979701375,0.9819362129240296,0.048355899419729204,0,0,0,0,0.0,0.27575812148878037,0.0,0.19303068504214624,Exploratory
CTD-3179P9.1,Endothelial,3.79466664692042,3.79466664692042,0.0148503127482308,1.8282643999898252,0.985344958631272,0.021092278719397364,0,0,0,0,0.0,0.27539866908118427,0.0,0.19277906835682898,Exploratory
C6orf141,Endothelial,4.25129832639246,4.25129832639246,1.3425090676749611e-08,7.872082772274291,0.7965791360157353,0.14387947269303203,0,0,0,0,0.0,0.27520422240038556,0.0,0.19264295568026987,Exploratory
HAGLROS,Endothelial,3.430738705548228,3.430738705548228,0.0028593296536581,2.5437357717104097,0.9911733412615689,0.055743879472693034,0,0,0,0,0.0,0.27418694461884724,0.0,0.19193086123319306,Exploratory
APLN,Endothelial,3.838507563870325,3.838507563870325,0.0303362648487225,1.5180378927466749,0.9667643624107214,0.04896421845574388,0,0,0,0,0.0,0.2738106841771484,0.0,0.19166747892400385,Exploratory
ZNF385D,Endothelial,3.841531175036804,3.841531175036804,0.0003409890877507,3.467259518970803,0.8744122242442052,0.1943502824858757,0,0,0,0,0.0,0.27362296059517155,0.0,0.19153607241662007,Exploratory
FNDC1,Mesenchyme,3.540774586606204,3.540774586606204,0.0208376089050056,1.6811521173753654,0.9867807945028907,0.061895551257253385,0,0,0,0,0.0,0.2733745216338132,0.0,0.19136216514366924,Exploratory
OGN,Mesenchyme,2.4956071671798954,2.4956071671798954,7.279993118400023e-05,4.137869031214753,0.9912472793128922,0.21083172147001933,0,0,0,0,0.0,0.2733632110912645,0.0,0.19135424776388513,Exploratory
DMKN,Mesenchyme,3.6025696259424778,3.6025696259424778,0.0003385129916386,3.470424659065443,0.8944259809060447,0.19922630560928434,0,0,0,0,0.0,0.2732020982063068,0.0,0.19124146874441475,Exploratory
NPY1R,Endothelial,-4.027433839223932,4.027433839223932,2.4464893993955116e-05,4.611456661691906,0.9098380562102146,0.024105461393596987,0,0,0,0,0.0,0.27314250277232793,0.0,0.19119975194062955,Exploratory
CFI,Mesenchyme,3.169535301935774,3.169535301935774,5.419968791784861e-06,5.266003214124832,0.8805954207882101,0.26692456479690524,0,0,0,0,0.0,0.27282471509073447,0.0,0.1909773005635141,Exploratory
MOXD1,Mesenchyme,4.103993621579457,4.103993621579457,1.9589634785646497e-05,4.707973660588058,0.8594213466428824,0.1102514506769826,0,0,0,0,0.0,0.27213082826942386,0.0,0.19049157978859668,Exploratory
LINC01013,Endothelial,4.631273189504747,4.631273189504747,0.0473528325286781,1.3246540374678526,0.8960390197793073,0.01770244821092279,0,0,0,0,0.0,0.2720589860635803,0.0,0.1904412902445062,Exploratory
PVALB,Endothelial,-4.645676312336541,4.645676312336541,1.1553295186988205e-05,4.937294130280703,0.8429025296647613,0.010546139359698682,0,0,0,0,0.0,0.27175740431839945,0.0,0.1902301830228796,Exploratory
MYLK,Mesenchyme,-1.8385523296133457,1.8385523296133457,0.0001702477495258,3.768918620237418,0.9497207084805852,0.45454545454545453,0,0,0,0,0.0,0.27143508779630643,0.0,0.19000456145741448,Exploratory
CCL14,Mesenchyme,3.4621949413032724,3.4621949413032724,0.0054770099295508,2.261456471715872,0.9805106965301764,0.05415860735009671,0,0,0,0,0.0,0.27130527234077734,0.0,0.18991369063854413,Exploratory
MYH11,Mesenchyme,-1.8941527836026144,1.8941527836026144,0.001695011985853,2.770827226445315,0.9845256745786221,0.390715667311412,0,0,0,0,0.0,0.2710189837227639,0.0,0.18971328860593473,Exploratory
LRRTM1,Mesenchyme,-3.4404161383559355,3.4404161383559355,0.0062980862260981,2.2007913978020066,0.9969881559507083,0.013539651837524178,0,0,0,0,0.0,0.27036481986571165,0.0,0.18925537390599814,Exploratory
MXRA8,Mesenchyme,1.6700676746083136,1.6700676746083136,0.0290676251398701,1.5365904491646052,0.9954796053651972,0.44294003868471954,0,0,0,0,0.0,0.2693019545046321,0.0,0.1885113681532425,Exploratory
CLEC14A,Mesenchyme,2.960472982127813,2.960472982127813,0.0001860050348819,3.730475299912021,0.9795954386399435,0.10251450676982592,0,0,0,0,0.0,0.2692721254492916,0.0,0.1884904878145041,Exploratory
NPL,Endothelial,-3.812623037514068,3.812623037514068,2.948938922666088e-07,6.530334222301976,0.8825084007541372,0.02071563088512241,0,0,0,0,0.0,0.26803442373160596,0.0,0.18762409661212417,Exploratory
IL17B,Mesenchyme,-3.534913346461179,3.534913346461179,0.0267740107346188,1.572286566824147,0.9891895297382226,0.007736943907156673,0,0,0,0,0.0,0.2680075435150864,0.0,0.18760528046056046,Exploratory
PCDH7,Endothelial,-3.9166437336413176,3.9166437336413176,0.0122987134184291,1.9101403181948895,0.9451823969858294,0.009416195856873822,0,0,0,0,0.0,0.268004741727766,0.0,0.18760331920943618,Exploratory
BASP1,Mesenchyme,3.914942234198227,3.914942234198227,1.900114989040503e-05,4.7212201161026135,0.8473158531327488,0.13733075435203096,0,0,0,0,0.0,0.26764687573036755,0.0,0.18735281301125728,Exploratory
ADGRL4,Mesenchyme,3.426353485244338,3.426353485244338,0.0439981320759486,1.3565657609303605,0.9864223027225973,0.0425531914893617,0,0,0,0,0.0,0.26756410896498156,0.0,0.18729487627548708,Exploratory
SFRP1,Mesenchyme,3.797943260659011,3.797943260659011,0.0004493676324183,3.3473982126653814,0.9019077015729847,0.08317214700193423,0,0,0,0,0.0,0.26748026371627764,0.0,0.18723618460139435,Exploratory
EGFL7,Mesenchyme,2.5947155051589434,2.5947155051589434,6.121153870142473e-05,4.213166703311808,0.9420942600338942,0.23404255319148937,0,0,0,0,0.0,0.26680610118160913,0.0,0.18676427082712638,Exploratory
EMILIN2,Mesenchyme,5.034240271318496,5.034240271318496,0.01040513782653,1.9827521627464435,0.7919214277140448,0.09090909090909091,0,0,0,0,0.0,0.26680293391396503,0.0,0.1867620537397755,Exploratory
ATRNL1,Endothelial,-3.446720905241575,3.446720905241575,6.098019155398358e-05,4.214811215741261,0.9545664530435605,0.004519774011299435,0,0,0,0,0.0,0.2666711301167165,0.0,0.18666979108170154,Exploratory
PCSK7,Mesenchyme,-2.3267528308795358,2.3267528308795358,4.071653630783642e-07,6.390229173853382,0.7961255054389843,0.5589941972920697,0,0,0,0,0.0,0.2665362086700386,0.0,0.18657534606902698,Exploratory
LEF1,Endothelial,4.268010910184344,4.268010910184344,0.0374492780863265,1.4265565498242399,0.8979149335850362,0.03352165725047081,0,0,0,0,0.0,0.2659425460277432,0.0,0.18615978221942023,Exploratory
ADAMTS2,Mesenchyme,3.0279384138666985,3.0279384138666985,0.00012760917095,3.894118112841697,0.9218756185327488,0.18181818181818182,0,0,0,0,0.0,0.26589352014601436,0.0,0.18612546410221004,Exploratory
HTR2B,Mesenchyme,3.948847234214611,3.948847234214611,0.0075683352969697,2.1209996358031358,0.9084764359911087,0.058027079303675046,0,0,0,0,0.0,0.2657923955810234,0.0,0.18605467690671637,Exploratory
AEBP1,Mesenchyme,1.447677087024945,1.447677087024945,0.0062597102785615,2.2034457670026346,0.9463561536652568,0.5435203094777563,0,0,0,0,0.0,0.2650176211790296,0.0,0.1855123348253207,Exploratory
FBLN2,Mesenchyme,2.8948352968070434,2.8948352968070434,0.0005694071500934,3.244577083682544,0.9566677625988257,0.14313346228239845,0,0,0,0,0.0,0.264782309615564,0.0,0.18534761673089478,Exploratory
ALDH1A3,Mesenchyme,3.640052359941973,3.640052359941973,0.0020734988606076,2.683296198945716,0.9021293702805622,0.11411992263056092,0,0,0,0,0.0,0.26464755793569733,0.0,0.18525329055498813,Exploratory
ITGBL1,Mesenchyme,2.590939282224376,2.590939282224376,0.001695011985853,2.770827226445315,0.9869047083223552,0.15860735009671179,0,0,0,0,0.0,0.26464155280552804,0.0,0.1852490869638696,Exploratory
C14orf180,Mesenchyme,-3.117353385004922,3.117353385004922,0.0039218591568603,2.406508006919307,0.997476792372492,0.02127659574468085,0,0,0,0,0.0,0.26441411042407686,0.0,0.1850898772968538,Exploratory
FOXF1,Mesenchyme,-2.862201167956483,2.862201167956483,0.0014401673276336,2.8415870459282346,0.9965689832447479,0.06576402321083172,0,0,0,0,0.0,0.2641906687709595,0.0,0.18493346813967163,Exploratory
FMO1,Mesenchyme,4.672200401740829,4.672200401740829,0.0072425850090497,2.1401063986102855,0.8278558592953968,0.059961315280464215,0,0,0,0,0.0,0.2641657100410456,0.0,0.1849159970287319,Exploratory
BMPER,Endothelial,-3.342600138990417,3.342600138990417,0.0037180890270108,2.4296802155655626,0.9701945159207782,0.02711864406779661,0,0,0,0,0.0,0.2639835237509137,0.0,0.18478846662563958,Exploratory
SPON2,Mesenchyme,3.6542921728157,3.6542921728157,2.84754791116416e-11,10.545528960004203,0.7053964173592561,0.2901353965183752,0,0,0,0,0.0,0.26385512673124334,0.0,0.18469858871187034,Exploratory
GPC3,Mesenchyme,2.6895833766905213,2.6895833766905213,0.0002983892905835,3.5252167680758904,0.9390352722528089,0.2127659574468085,0,0,0,0,0.0,0.2638094871803148,0.0,0.18466664102622032,Exploratory
CAPG,Mesenchyme,3.6135566594073474,3.6135566594073474,7.17781140508952e-06,5.14400795681428,0.8384656970720565,0.17408123791102514,0,0,0,0,0.0,0.2636765193803927,0.0,0.18457356356627488,Exploratory
COL10A1,Mesenchyme,3.982929485503624,3.982929485503624,0.0467255887506012,1.3304452177281259,0.9267083458778566,0.013539651837524178,0,0,0,0,0.0,0.2636617840864513,0.0,0.1845632488605159,Exploratory
GPR146,Endothelial,2.1783504782473853,2.1783504782473853,0.0137677453436539,1.8611371755733426,0.9612542105179983,0.33258003766478345,0,0,0,0,0.0,0.26328526744028763,0.0,0.18429968720820133,Exploratory
CST3,Mesenchyme,1.962540709251944,1.962540709251944,2.933703908789924e-07,6.532583720508969,0.6370224859281308,0.9748549323017408,0,0,0,0,0.0,0.2630308717721461,0.0,0.18412161024050228,Exploratory
MEOX1,Endothelial,3.9073699667869537,3.9073699667869537,0.0322129183292515,1.4919699284905268,0.9177267714919537,0.03766478342749529,0,0,0,0,0.0,0.2627732219793353,0.0,0.18394125538553469,Exploratory
MT1M,Mesenchyme,-1.9834002725534023,1.9834002725534023,0.0197779801306812,1.7038180637444866,0.8828909940345088,0.5589941972920697,0,0,0,0,0.0,0.2625697615431174,0.0,0.18379883308018216,Exploratory
AL132709.8,Endothelial,-4.07799433162946,4.07799433162946,0.0265168814706439,1.5764775526551957,0.9120284687164897,0.0011299435028248588,0,0,0,0,0.0,0.26206970298648385,0.0,0.1834487920905387,Exploratory
JPH1,Endothelial,3.9512669616645737,3.9512669616645737,0.0472665958318304,1.3254456747160894,0.9200556386777591,0.018832391713747645,0,0,0,0,0.0,0.2618839081789558,0.0,0.18331873572526905,Exploratory
NOSTRIN,Mesenchyme,3.150270675634605,3.150270675634605,0.0119835367926411,1.9214149863842485,0.9638745249565471,0.08317214700193423,0,0,0,0,0.0,0.26186994443581524,0.0,0.18330896110507067,Exploratory
C3,Macrophage,2.828769409999065,2.828769409999065,9.523346791522744e-05,4.02121040060084,0.9075813898585462,0.21353670162059105,0,0,0,0,0.0,0.26151973078921553,0.0,0.18306381155245086,Exploratory
RP11-322E11.5,Endothelial,2.946263896255245,2.946263896255245,0.0198749146013923,1.7016947287456439,0.994959104664166,0.060263653483992465,0,0,0,0,0.0,0.2612982618361261,0.0,0.18290878328528826,Exploratory
FAP,Mesenchyme,3.67653815081179,3.67653815081179,0.0002975675690415,3.5264144029440656,0.8621419353535921,0.13539651837524178,0,0,0,0,0.0,0.2612177049860443,0.0,0.182852393490231,Exploratory
PLN,Mesenchyme,-2.441743185773857,2.441743185773857,0.001375305920949,2.8616006872865256,0.9913854416793232,0.14313346228239845,0,0,0,0,0.0,0.26096561876502283,0.0,0.18267593313551597,Exploratory
FCGR1A,Macrophage,1.399849547058151,1.399849547058151,0.0255651226600351,1.592352119211702,0.9844972687155759,0.44470924690181124,0,0,0,0,0.0,0.2607990263337783,0.0,0.1825593184336448,Exploratory
COL14A1,Mesenchyme,1.5734726013478355,1.5734726013478355,0.022573345003629,1.6464040807548395,0.9967988562330943,0.3713733075435203,0,0,0,0,0.0,0.2605746507733659,0.0,0.1824022555413561,Exploratory
S100A10,Mesenchyme,3.8496264456629135,3.8496264456629135,2.0455303155656527e-11,10.689194079702485,0.5396179096491553,0.5899419729206963,0,0,0,0,0.0,0.2602661166653108,0.0,0.18218628166571754,Exploratory
PYCR1,Mesenchyme,4.512489734110832,4.512489734110832,5.82041227666496e-05,4.235046251924138,0.7770877213901588,0.10251450676982592,0,0,0,0,0.0,0.2600849374632589,0.0,0.1820594562242812,Exploratory
OLFML3,Macrophage,3.199958432398549,3.199958432398549,0.027150974808807,1.566214573202729,0.9725611120418884,0.04194470924690181,0,0,0,0,0.0,0.2597071570753178,0.0,0.18179500995272244,Exploratory
NTM,Mesenchyme,3.2540572211690595,3.2540572211690595,0.0126655486533861,1.8973759924524245,0.9526709834847147,0.06382978723404255,0,0,0,0,0.0,0.2596669897971198,0.0,0.18176689285798384,Exploratory
UCHL1,Mesenchyme,3.4387042669520063,3.4387042669520063,0.0001693351701207,3.7712528315954397,0.8906480228563863,0.10058027079303675,0,0,0,0,0.0,0.25966626573777757,0.0,0.1817663860164443,Exploratory
RANBP3L,Mesenchyme,-3.2065843247764447,3.2065843247764447,0.0263871440717302,1.5786076117127494,0.9852928784584198,0.009671179883945842,0,0,0,0,0.0,0.25964402723604735,0.0,0.18175081906523313,Exploratory
OTC,Endothelial,-3.271175271266153,3.271175271266153,0.0353579998353549,1.4515123105435066,0.9808805261297363,0.005649717514124294,0,0,0,0,0.0,0.2592844612832587,0.0,0.1814991228982811,Exploratory
FCGR2B,Endothelial,-4.285568766725882,4.285568766725882,9.701759081867462e-11,10.01314951415797,0.7425045417684674,0.02824858757062147,0,0,0,0,0.0,0.25922566010755677,0.0,0.18145796207528972,Exploratory
TMEM176B,Mesenchyme,2.641664665159224,2.641664665159224,0.0003642605018069,3.4385879184569705,0.8356798087654227,0.42166344294003866,0,0,0,0,0.0,0.2591976632013805,0.0,0.18143836424096632,Exploratory
SVEP1,Mesenchyme,3.0001882158899376,3.0001882158899376,0.0003460432606617,3.460869604408881,0.9087455560724972,0.16634429400386846,0,0,0,0,0.0,0.25914414523528156,0.0,0.18140090166469708,Exploratory
MFAP2,Mesenchyme,3.809961656091986,3.809961656091986,1.381731886582124e-06,5.859576219967822,0.7761443943760801,0.19922630560928434,0,0,0,0,0.0,0.2587257176434265,0.0,0.18110800235039853,Exploratory
SPARC,Mesenchyme,1.3155882980541147,1.3155882980541147,0.0304216847866277,1.516816737907142,0.8115746654776392,0.8491295938104448,0,0,0,0,0.0,0.2587185478196444,0.0,0.18110298347375106,Exploratory
EFEMP2,Mesenchyme,1.8074574381551287,1.8074574381551287,0.0001762584222133,3.753850121806798,0.8633455999545746,0.5357833655705996,0,0,0,0,0.0,0.2586538186987729,0.0,0.18105767308914103,Exploratory
NUAK1,Mesenchyme,3.0739834619963826,3.0739834619963826,0.0223772312515911,1.6501936500035026,0.967890601486614,0.06769825918762089,0,0,0,0,0.0,0.2585406815988913,0.0,0.1809784771192239,Exploratory
LILRB5,Endothelial,-3.3241030297001,3.3241030297001,0.0420149340102387,1.3765963142345599,0.9710564529919097,0.006026365348399247,0,0,0,0,0.0,0.2580111648517531,0.0,0.18060781539622717,Exploratory
EVA1A,Endothelial,3.1338155214052072,3.1338155214052072,0.0149070801323157,1.8266074139987483,0.9720689162611198,0.031261770244821095,0,0,0,0,0.0,0.25787690546294106,0.0,0.18051383382405872,Exploratory
MSI1,Mesenchyme,-3.053516768200657,3.053516768200657,0.0108749839405753,1.9635713757089277,0.9837593199026367,0.017408123791102514,0,0,0,0,0.0,0.25781190180172264,0.0,0.18046833126120584,Exploratory
DAB2,Mesenchyme,3.889329567811239,3.889329567811239,1.35460378028497e-06,5.868187716744856,0.7161499529792541,0.30947775628626695,0,0,0,0,0.0,0.25765528447650365,0.0,0.18035869913355254,Exploratory
DPYSL3,Mesenchyme,2.638380370388247,2.638380370388247,0.0002521879215747,3.5982757176006595,0.9224267405697356,0.19922630560928434,0,0,0,0,0.0,0.2576412035577925,0.0,0.18034884249045474,Exploratory
BCHE,Mesenchyme,2.919582053882249,2.919582053882249,0.0367906107790253,1.4342630021727192,0.9716111946791536,0.09090909090909091,0,0,0,0,0.0,0.25737673760967383,0.0,0.18016371632677167,Exploratory
CLMP,Mesenchyme,3.6984199392066897,3.6984199392066897,0.0299042564174684,1.524266992041549,0.9142409194702795,0.03868471953578337,0,0,0,0,0.0,0.2572926390754939,0.0,0.1801048473528457,Exploratory
STAB2,Endothelial,-2.5582525390163924,2.5582525390163924,0.0005244923387984,3.2802608511155706,0.9816502895365753,0.08097928436911488,0,0,0,0,0.0,0.2566476411335391,0.0,0.17965334879347736,Exploratory
CLIC3,Mesenchyme,3.94892661070904,3.94892661070904,0.0017479268639048,2.7574767429070297,0.8438015090305419,0.09477756286266925,0,0,0,0,0.0,0.25659417814303886,0.0,0.1796159247001272,Exploratory
IGHA2,Mesenchyme,-3.729399030630456,3.729399030630456,0.0072810908398596,2.1378035505987723,0.9051496015066121,0.02321083172147002,0,0,0,0,0.0,0.25646654627783727,0.0,0.17952658239448607,Exploratory
IGFBP4,Mesenchyme,1.5300012901477689,1.5300012901477689,0.0037837015674544,2.4220831251029407,0.8138607176994578,0.7388781431334622,0,0,0,0,0.0,0.25635746477780563,0.0,0.17945022534446392,Exploratory
RCAN2,Mesenchyme,-1.6438904782136687,1.6438904782136687,0.0056402755173726,2.248699680989697,0.9808609756889217,0.3288201160541586,0,0,0,0,0.0,0.2563279244544782,0.0,0.17942954711813475,Exploratory
BOC,Mesenchyme,3.71196063213116,3.71196063213116,0.0027220173855849,2.5651091052754196,0.8663844545909128,0.09864603481624758,0,0,0,0,0.0,0.25604349640161406,0.0,0.17923044748112982,Exploratory
HTR2B,Endothelial,-3.5850672398802272,3.5850672398802272,0.0006733162224109,3.171780921818013,0.9084764359911087,0.007909604519774011,0,0,0,0,0.0,0.2559055254333591,0.0,0.17913386780335136,Exploratory
NR2F1,Mesenchyme,2.03497887809642,2.03497887809642,0.0064161740505104,2.192723863528291,0.9214263729971287,0.3733075435203095,0,0,0,0,0.0,0.2558715325249445,0.0,0.17911007276746113,Exploratory
PLAT,Endothelial,2.040487114248878,2.040487114248878,0.0003271141945715,3.485300609985927,0.8588158890013237,0.4726930320150659,0,0,0,0,0.0,0.25580741996924367,0.0,0.17906519397847057,Exploratory
CLEC11A,Mesenchyme,2.2266529369230503,2.2266529369230503,2.864357623148959e-07,6.542972760084814,0.76684045496419,0.5377176015473888,0,0,0,0,0.0,0.2557728551134963,0.0,0.17904099857944739,Exploratory
COL5A2,Mesenchyme,1.9342512769996156,1.9342512769996156,0.0026639494402004,2.5744740220131264,0.96107936829197,0.2901353965183752,0,0,0,0,0.0,0.25575728497741745,0.0,0.1790300994841922,Exploratory
CASQ2,Mesenchyme,-2.6655747855576792,2.6655747855576792,0.0033637224152111,2.4731798507207867,0.9957761632341432,0.04061895551257253,0,0,0,0,0.0,0.25562708801851025,0.0,0.17893896161295716,Exploratory
NPDC1,Mesenchyme,1.560786374603167,1.560786374603167,0.0316613768977608,1.4994702023575246,0.925142870227983,0.48936170212765956,0,0,0,0,0.0,0.2548735050127273,0.0,0.1784114535089091,Exploratory
HTRA3,Mesenchyme,3.8464833126407862,3.8464833126407862,0.0116028695867486,1.9354345890861255,0.8611442303037256,0.08704061895551257,0,0,0,0,0.0,0.25463317591841844,0.0,0.1782432231428929,Exploratory
STAB1,Endothelial,-1.848017534266803,1.848017534266803,1.3594709030888009e-05,4.866630083231468,0.9135625071068713,0.33069679849340866,0,0,0,0,0.0,0.2546317212826066,0.0,0.1782422048978246,Exploratory
MT1A,Mesenchyme,-1.8856187430151603,1.8856187430151603,0.0303693891144708,1.5175639439026998,0.940220199287005,0.37524177949709864,0,0,0,0,0.0,0.25462621671604646,0.0,0.1782383517012325,Exploratory
MDFI,Mesenchyme,3.394231094872335,3.394231094872335,0.0089849612374425,2.046483792166709,0.9053700997642513,0.0851063829787234,0,0,0,0,0.0,0.2545619987669705,0.0,0.17819339913687934,Exploratory
PRELP,Mesenchyme,1.5650488705332253,1.5650488705332253,0.0304216847866277,1.516816737907142,0.9892008041706858,0.33268858800773693,0,0,0,0,0.0,0.25429200661247164,0.0,0.17800440462873013,Exploratory
TBX2-AS1,Mesenchyme,-1.6517432543494353,1.6517432543494353,0.0219722141623587,1.6581261765777981,0.9916863008849214,0.30174081237911027,0,0,0,0,0.0,0.25428917075181995,0.0,0.17800241952627396,Exploratory
MGAT4C,Mesenchyme,3.115230614048247,3.115230614048247,0.0467024121708382,1.330660687625965,0.9488214756069494,0.06382978723404255,0,0,0,0,0.0,0.2535721273091161,0.0,0.17750048911638125,Exploratory
MPEG1,Macrophage,-0.6711924363141346,0.6711924363141346,0.0429655397447516,1.366879728112284,0.9581538795634511,0.6081982840800763,0,0,0,0,0.0,0.2532083026994822,0.0,0.17724581188963753,Exploratory
C2orf88,Endothelial,-3.653959313422901,3.653959313422901,7.710281866622068e-06,5.112929745051375,0.8559200010112056,0.01657250470809793,0,0,0,0,0.0,0.25282949348350714,0.0,0.176980645438455,Exploratory
F2R,Endothelial,-1.5355695484088778,1.5355695484088778,9.356466733662173e-08,7.028888122177311,0.912539965339174,0.31337099811676083,0,0,0,0,0.0,0.2528182320671683,0.0,0.1769727624470178,Exploratory
ARHGAP28,Mesenchyme,5.0621158425985024,5.0621158425985024,0.0307933176982607,1.5115435173187954,0.7476996587578908,0.061895551257253385,0,0,0,0,0.0,0.2526234587150155,0.0,0.17683642110051084,Exploratory
LTC4S,Mesenchyme,3.6144881216826015,3.6144881216826015,0.0048362326108142,2.315492818819629,0.845876890623767,0.14313346228239845,0,0,0,0,0.0,0.25257556764261596,0.0,0.17680289734983115,Exploratory
RXRG,Mesenchyme,-2.784553178509537,2.784553178509537,0.043738822810443,1.3591329097713714,0.9931163233414942,0.017408123791102514,0,0,0,0,0.0,0.25162384950578504,0.0,0.17613669465404952,Exploratory
CLDN5,Mesenchyme,2.6049679120873157,2.6049679120873157,0.0051094229010961,2.2916281497719537,0.9596600910330588,0.10058027079303675,0,0,0,0,0.0,0.2511655762994177,0.0,0.17581590340959238,Exploratory
AVPR2,Endothelial,2.462155415251415,2.462155415251415,0.0309335365901069,1.5095704248476165,0.9931190991629567,0.08248587570621468,0,0,0,0,0.0,0.251118900750299,0.0,0.1757832305252093,Exploratory
FGL2,Mesenchyme,2.448418403766496,2.448418403766496,0.0084031552005934,2.075557615257334,0.9547505326877853,0.15473887814313347,0,0,0,0,0.0,0.25103479396541784,0.0,0.17572435577579248,Exploratory
HEYL,Mesenchyme,-2.1029684138944984,2.1029684138944984,0.0008247332407688,3.083686500900027,0.9931933270358598,0.10831721470019343,0,0,0,0,0.0,0.2507563666127162,0.0,0.17552945662890135,Exploratory
FSTL1,Mesenchyme,2.3352123105926625,2.3352123105926625,0.0003401077476155,3.468383474776084,0.8403124260346463,0.3945841392649903,0,0,0,0,0.0,0.25051229638865774,0.0,0.17535860747206042,Exploratory
SYNPO2,Mesenchyme,-1.6231893829864708,1.6231893829864708,0.042699947594355,1.3695726579842598,0.992396793774403,0.27852998065764023,0,0,0,0,0.0,0.25047138748076414,0.0,0.17532997123653488,Exploratory
AC116035.1,Endothelial,2.36651336903587,2.36651336903587,0.017372001373184,1.760150144980646,0.9872424847552798,0.10207156308851224,0,0,0,0,0.0,0.2503378335503642,0.0,0.17523648348525495,Exploratory
EFEMP1,Endothelial,3.666885904186464,3.666885904186464,0.0244445247478569,1.6118184019014614,0.8606476172840869,0.0967984934086629,0,0,0,0,0.0,0.2501812315368482,0.0,0.17512686207579373,Exploratory
MGST1,Mesenchyme,2.916774661769965,2.916774661769965,0.0052478435793413,2.280019118304908,0.8916569952898014,0.1760154738878143,0,0,0,0,0.0,0.2501081314492286,0.0,0.17507569201446002,Exploratory
ALPL,Endothelial,-1.872382190102156,1.872382190102156,1.1043662026269338e-08,7.9568868927220375,0.9579394719671958,0.06930320150659133,0,0,0,0,0.0,0.25005958536036504,0.0,0.17504170975225553,Exploratory
SRPX,Mesenchyme,2.2739922616977384,2.2739922616977384,0.0005827218128727,3.2345387247742026,0.870101818141174,0.3404255319148936,0,0,0,0,0.0,0.2498010259015402,0.0,0.17486071813107815,Exploratory
PHYHIP,Mesenchyme,2.3805639199314124,2.3805639199314124,0.0235047135113521,1.6288450378685029,0.9831488324635246,0.10638297872340426,0,0,0,0,0.0,0.24969052104277084,0.0,0.17478336472993958,Exploratory
PGAM2,Mesenchyme,-3.1203384839789527,3.1203384839789527,0.0115894013616549,1.9359389964819995,0.9401139922828258,0.013539651837524178,0,0,0,0,0.0,0.24872093755373184,0.0,0.1741046562876123,Exploratory
